feature1,feature2,feature3,feature4,label
10,217,70,209,1
105,3,202,122,0
192,168,150,104,1
179,98,212,23,0
172,24,166,234,1
156,104,13,103,0
10,77,13,164,1
218,255,249,54,0
172,29,129,210,1
88,144,4,41,0
10,44,252,166,1
226,179,210,152,0
10,17,159,48,1
155,12,112,142,0
172,21,0,131,1
214,177,121,164,0
172,30,170,151,1
181,9,40,214,0
10,253,109,37,1
24,148,90,8,0
172,16,216,188,1
69,103,149,21,0
172,23,244,191,1
145,0,11,234,0
172,22,185,173,1
113,202,194,118,0
192,168,195,163,1
33,206,218,43,0
192,168,253,71,1
93,203,10,103,0
10,220,173,182,1
89,244,134,53,0
172,18,6,225,1
57,120,185,181,0
172,26,211,207,1
81,111,195,165,0
192,168,110,216,1
93,197,133,88,0
10,254,134,164,1
19,14,110,59,0
192,168,127,192,1
47,240,247,197,0
172,16,193,208,1
99,187,214,210,0
192,168,94,84,1
70,2,73,109,0
10,211,149,118,1
200,133,118,121,0
192,168,248,168,1
11,76,69,91,0
10,2,159,106,1
136,134,206,38,0
172,16,116,143,1
25,22,170,185,0
192,168,206,218,1
55,253,4,64,0
10,125,227,162,1
73,41,56,45,0
10,125,76,32,1
182,42,200,24,0
172,27,195,61,1
4,62,76,30,0
172,29,220,199,1
211,202,172,164,0
192,168,233,45,1
49,122,128,39,0
192,168,75,163,1
109,198,151,22,0
192,168,40,244,1
19,83,224,7,0
192,168,79,41,1
156,86,46,185,0
192,168,64,238,1
73,2,105,45,0
10,66,224,218,1
200,182,82,95,0
172,28,187,192,1
245,253,187,86,0
192,168,114,252,1
236,89,150,43,0
172,31,42,92,1
247,234,228,39,0
10,127,130,114,1
245,156,38,204,0
10,186,105,143,1
59,99,36,139,0
10,183,150,100,1
195,199,37,160,0
172,17,152,70,1
125,70,91,209,0
172,26,34,36,1
236,91,203,43,0
172,31,56,13,1
84,254,68,162,0
172,22,243,229,1
247,1,161,103,0
172,24,131,186,1
78,248,183,23,0
192,168,49,102,1
197,116,129,106,0
10,65,34,89,1
220,165,112,148,0
10,228,37,39,1
206,214,67,184,0
192,168,233,104,1
4,30,212,101,0
172,20,234,116,1
114,117,90,16,0
192,168,93,60,1
102,242,65,130,0
172,21,131,113,1
124,254,5,169,0
192,168,98,253,1
94,251,197,235,0
10,153,81,236,1
48,15,84,34,0
10,89,20,178,1
58,154,189,218,0
192,168,249,200,1
153,66,131,193,0
172,26,230,218,1
189,185,90,40,0
172,22,255,133,1
208,43,164,39,0
192,168,231,97,1
18,165,71,21,0
172,17,154,251,1
160,157,219,136,0
192,168,181,128,1
212,231,255,89,0
172,22,120,14,1
102,192,65,25,0
172,20,17,224,1
139,224,45,203,0
10,20,71,85,1
248,98,2,202,0
192,168,49,115,1
217,211,65,76,0
192,168,46,30,1
57,76,65,179,0
10,65,192,158,1
212,159,100,147,0
10,236,23,209,1
190,92,178,48,0
192,168,9,250,1
143,235,88,118,0
10,215,194,220,1
149,126,245,232,0
172,22,135,64,1
18,44,108,142,0
192,168,91,100,1
55,252,29,102,0
172,17,80,90,1
14,99,188,201,0
10,216,236,232,1
120,105,120,55,0
172,21,243,41,1
41,167,222,99,0
192,168,29,227,1
132,48,172,144,0
192,168,177,75,1
127,242,56,241,0
192,168,247,137,1
15,26,220,93,0
172,23,245,105,1
24,151,138,164,0
10,4,124,81,1
76,222,52,215,0
172,18,224,123,1
66,68,235,156,0
10,148,97,49,1
166,128,15,32,0
172,30,158,34,1
73,15,246,243,0
10,161,14,122,1
89,204,171,168,0
172,30,202,179,1
148,104,115,161,0
10,134,90,154,1
137,115,173,236,0
192,168,49,193,1
231,133,159,15,0
10,180,230,182,1
203,182,220,137,0
172,16,216,228,1
169,155,109,137,0
172,21,10,35,1
46,103,100,254,0
192,168,77,200,1
114,49,163,155,0
192,168,93,33,1
245,20,71,208,0
10,22,82,197,1
227,24,116,199,0
10,29,125,113,1
128,13,175,3,0
172,25,111,207,1
167,90,161,246,0
10,70,223,239,1
27,130,59,58,0
192,168,114,86,1
199,46,24,188,0
10,64,241,92,1
198,230,166,201,0
192,168,117,147,1
156,245,147,224,0
192,168,249,170,1
74,202,125,138,0
192,168,200,238,1
141,235,0,213,0
10,68,146,231,1
153,170,170,25,0
172,17,244,127,1
18,195,106,171,0
172,28,175,218,1
127,44,132,46,0
172,19,179,20,1
58,182,222,49,0
10,205,84,143,1
230,243,23,68,0
192,168,38,82,1
212,111,227,179,0
10,182,214,180,1
230,252,20,112,0
192,168,13,223,1
93,56,128,160,0
172,17,234,92,1
241,48,31,172,0
192,168,168,226,1
124,104,135,82,0
172,17,76,11,1
246,5,85,177,0
172,17,191,230,1
93,104,41,42,0
172,19,106,48,1
132,48,107,185,0
172,17,82,113,1
43,99,140,94,0
10,41,97,76,1
239,68,51,75,0
192,168,232,72,1
111,69,147,14,0
192,168,175,80,1
136,120,23,97,0
10,187,193,123,1
4,53,88,221,0
192,168,113,158,1
25,69,189,12,0
172,31,84,149,1
236,82,21,78,0
10,43,145,21,1
22,240,38,168,0
10,185,120,74,1
220,27,100,252,0
10,245,146,97,1
89,20,46,187,0
192,168,31,136,1
76,60,72,149,0
192,168,99,153,1
232,150,52,180,0
172,24,87,55,1
27,13,143,168,0
192,168,11,91,1
179,94,68,221,0
10,36,5,210,1
159,65,143,153,0
172,17,125,69,1
41,63,157,235,0
172,27,186,179,1
230,192,184,117,0
172,28,35,236,1
51,201,120,64,0
172,19,193,171,1
93,247,23,202,0
192,168,3,143,1
13,224,127,236,0
192,168,50,32,1
127,38,190,244,0
10,210,202,145,1
166,10,254,157,0
172,17,186,236,1
94,81,197,230,0
10,218,134,146,1
135,173,129,33,0
172,25,143,89,1
73,252,50,178,0
192,168,39,118,1
104,3,249,255,0
172,21,110,12,1
194,218,170,55,0
192,168,204,167,1
18,113,32,146,0
10,176,213,53,1
225,204,67,3,0
192,168,9,141,1
205,231,19,170,0
172,23,73,127,1
184,248,121,64,0
10,97,151,194,1
46,12,205,1,0
172,26,185,119,1
93,10,130,113,0
192,168,74,128,1
73,230,16,218,0
172,31,134,136,1
24,10,182,32,0
172,19,230,190,1
143,210,53,44,0
10,244,43,194,1
161,226,25,166,0
172,19,211,233,1
5,191,10,22,0
172,25,98,24,1
145,131,195,65,0
192,168,43,192,1
44,100,251,175,0
172,22,130,228,1
37,118,138,98,0
172,22,145,116,1
38,175,149,255,0
172,22,227,160,1
46,13,14,153,0
10,251,138,242,1
75,99,114,163,0
172,20,143,16,1
209,45,247,107,0
172,24,78,135,1
148,39,242,2,0
192,168,2,228,1
99,197,224,153,0
10,86,15,108,1
63,42,49,74,0
192,168,142,85,1
147,207,104,20,0
10,54,76,93,1
9,125,249,158,0
10,166,64,150,1
219,107,204,93,0
172,17,11,52,1
250,27,164,180,0
10,168,29,125,1
173,16,81,76,0
192,168,188,92,1
111,31,215,128,0
192,168,74,110,1
60,155,174,64,0
172,25,173,58,1
74,50,255,40,0
172,31,217,203,1
253,97,53,95,0
10,234,95,194,1
240,37,207,48,0
192,168,21,66,1
7,114,136,72,0
172,18,185,162,1
235,19,238,14,0
10,114,216,53,1
72,206,227,158,0
192,168,60,13,1
119,74,106,194,0
192,168,110,253,1
195,58,197,132,0
10,248,51,37,1
50,140,181,211,0
192,168,25,2,1
201,127,20,22,0
192,168,209,179,1
144,46,124,255,0
192,168,236,221,1
46,238,175,51,0
172,29,127,61,1
114,45,50,122,0
172,19,52,137,1
29,178,86,184,0
192,168,122,122,1
27,80,118,200,0
172,26,200,160,1
163,31,13,2,0
192,168,240,212,1
133,98,6,176,0
192,168,209,154,1
241,139,73,30,0
10,51,1,99,1
134,222,192,17,0
10,232,136,144,1
11,61,52,22,0
172,31,217,64,1
79,142,9,56,0
10,94,26,251,1
156,195,106,164,0
192,168,245,131,1
101,57,245,80,0
10,100,175,245,1
233,103,178,169,0
10,247,11,219,1
45,248,84,172,0
10,133,216,34,1
255,252,110,7,0
172,25,253,35,1
17,114,46,61,0
172,19,206,211,1
241,44,179,7,0
192,168,109,206,1
226,13,189,71,0
10,223,245,101,1
109,218,251,6,0
10,76,133,10,1
235,47,69,157,0
192,168,115,86,1
103,196,41,171,0
10,107,125,119,1
162,166,43,95,0
172,30,224,138,1
191,201,78,48,0
192,168,19,180,1
88,187,125,175,0
172,28,121,86,1
208,131,25,117,0
192,168,137,232,1
45,49,158,2,0
172,28,55,108,1
14,172,242,67,0
172,26,228,97,1
230,59,91,194,0
192,168,127,41,1
38,53,212,166,0
192,168,161,22,1
98,170,252,172,0
10,192,212,7,1
152,30,145,32,0
10,77,103,41,1
229,228,33,114,0
192,168,82,9,1
224,152,37,23,0
10,21,15,234,1
224,198,160,102,0
172,27,143,152,1
241,54,145,174,0
172,18,255,134,1
12,1,183,171,0
172,22,194,171,1
38,237,23,246,0
172,16,146,131,1
119,160,56,255,0
172,23,8,118,1
144,51,124,215,0
10,182,183,130,1
145,161,145,240,0
172,21,66,49,1
171,150,143,2,0
172,21,45,244,1
0,99,4,100,0
10,242,81,137,1
187,64,205,39,0
10,12,24,225,1
115,194,36,205,0
172,25,214,42,1
39,220,6,210,0
192,168,198,60,1
60,75,64,114,0
192,168,214,156,1
102,93,153,106,0
192,168,23,243,1
78,234,183,126,0
172,27,60,115,1
165,170,220,110,0
172,30,148,75,1
117,116,95,174,0
172,27,77,211,1
55,117,101,97,0
192,168,81,228,1
32,164,212,250,0
192,168,156,174,1
79,141,13,173,0
10,110,207,151,1
153,119,238,15,0
172,20,65,154,1
230,148,185,119,0
10,249,14,174,1
149,212,243,255,0
172,17,112,46,1
147,148,2,71,0
10,223,0,44,1
76,29,114,89,0
192,168,100,16,1
36,219,38,209,0
192,168,208,207,1
216,229,92,176,0
192,168,23,150,1
243,224,46,250,0
10,230,201,208,1
72,212,116,169,0
192,168,113,199,1
29,217,6,22,0
10,5,9,85,1
219,68,63,166,0
172,17,204,21,1
216,125,87,207,0
10,241,150,38,1
48,253,26,136,0
10,124,41,42,1
91,83,186,193,0
10,17,52,111,1
37,164,66,70,0
192,168,142,158,1
95,100,20,164,0
172,24,45,41,1
73,102,186,164,0
172,29,152,26,1
249,234,206,37,0
172,16,169,128,1
145,94,224,73,0
172,20,112,220,1
50,48,61,10,0
172,28,209,109,1
13,151,13,188,0
172,20,20,159,1
224,160,14,152,0
172,25,214,51,1
91,188,19,140,0
172,21,63,129,1
246,255,38,34,0
172,31,62,164,1
247,237,138,252,0
172,27,239,237,1
146,226,82,108,0
10,92,66,113,1
47,203,59,166,0
172,16,172,87,1
108,164,200,40,0
10,205,145,103,1
215,160,58,203,0
10,138,28,229,1
30,226,182,45,0
192,168,228,199,1
7,189,164,118,0
192,168,214,217,1
190,186,83,74,0
192,168,248,77,1
198,126,191,236,0
10,10,186,77,1
248,197,179,223,0
172,31,243,63,1
158,239,254,174,0
172,21,253,218,1
137,154,155,134,0
172,19,228,140,1
221,104,28,68,0
10,46,114,95,1
52,126,110,37,0
172,30,181,200,1
135,73,166,249,0
192,168,184,155,1
237,100,239,95,0
172,30,60,53,1
94,136,75,191,0
192,168,177,126,1
120,43,36,208,0
172,25,49,28,1
133,19,120,100,0
10,238,115,3,1
64,166,71,17,0
10,2,179,97,1
226,11,89,254,0
192,168,236,66,1
220,36,157,115,0
10,129,59,147,1
125,181,88,128,0
172,25,104,15,1
120,190,233,156,0
10,92,215,157,1
130,237,249,237,0
172,24,189,165,1
235,180,227,19,0
192,168,124,203,1
223,98,166,127,0
192,168,164,199,1
44,218,105,33,0
172,26,190,176,1
72,29,197,141,0
10,160,139,162,1
70,202,1,8,0
172,20,158,1,1
195,143,9,163,0
192,168,251,244,1
59,160,130,67,0
10,102,14,128,1
150,138,194,108,0
10,213,39,138,1
195,86,24,92,0
172,22,108,25,1
136,111,152,172,0
172,27,60,57,1
107,30,51,95,0
192,168,92,141,1
30,123,30,43,0
172,23,237,77,1
252,223,131,143,0
172,19,231,165,1
17,35,46,35,0
192,168,94,129,1
150,185,147,201,0
172,27,89,140,1
206,211,243,49,0
172,18,138,67,1
128,38,177,147,0
10,149,141,190,1
216,1,143,96,0
192,168,69,198,1
49,116,167,216,0
192,168,197,103,1
69,23,226,105,0
192,168,214,169,1
217,165,212,199,0
172,29,144,215,1
51,222,212,78,0
10,92,245,54,1
78,169,159,72,0
192,168,137,183,1
200,5,196,208,0
10,47,146,155,1
203,203,206,61,0
192,168,140,88,1
252,156,107,136,0
192,168,127,217,1
2,38,49,105,0
172,28,93,183,1
88,224,193,115,0
10,176,65,152,1
104,125,215,117,0
192,168,28,132,1
22,14,250,247,0
10,52,10,163,1
155,126,32,74,0
192,168,91,189,1
80,42,212,198,0
172,19,155,235,1
168,20,196,192,0
172,17,134,79,1
175,80,35,241,0
10,151,40,68,1
104,159,135,70,0
10,153,72,82,1
77,221,237,22,0
172,21,126,10,1
254,9,187,241,0
172,16,173,117,1
194,164,62,54,0
10,72,61,191,1
75,103,38,4,0
10,109,242,101,1
198,107,152,20,0
172,19,191,83,1
168,124,195,38,0
172,23,214,111,1
116,183,43,49,0
172,21,216,81,1
118,157,11,219,0
192,168,25,155,1
149,117,69,215,0
192,168,156,109,1
38,33,176,39,0
10,251,253,221,1
187,73,248,57,0
10,77,249,202,1
237,78,72,97,0
192,168,141,113,1
227,160,63,182,0
172,24,140,64,1
143,2,102,250,0
192,168,87,116,1
61,4,113,38,0
192,168,116,161,1
21,32,41,26,0
10,57,154,76,1
90,46,111,165,0
192,168,48,158,1
235,54,189,254,0
192,168,44,61,1
157,168,73,250,0
10,255,180,40,1
108,59,19,144,0
192,168,236,76,1
87,122,206,115,0
10,47,159,221,1
16,109,158,177,0
172,28,235,61,1
223,254,93,172,0
10,1,237,253,1
151,13,107,165,0
10,65,44,190,1
211,76,110,247,0
10,196,36,223,1
114,106,116,174,0
10,213,45,225,1
196,145,160,205,0
192,168,84,24,1
79,235,192,226,0
172,28,130,248,1
122,107,195,209,0
192,168,222,143,1
61,23,93,109,0
172,26,67,11,1
102,180,118,200,0
172,22,60,159,1
211,151,88,238,0
10,202,201,83,1
22,78,178,16,0
172,27,144,157,1
18,146,47,145,0
192,168,103,235,1
50,3,194,149,0
10,121,4,84,1
251,148,10,242,0
172,21,85,194,1
225,25,214,186,0
10,128,143,207,1
252,99,67,140,0
192,168,197,231,1
145,6,182,16,0
192,168,224,73,1
99,252,132,71,0
192,168,73,242,1
208,142,204,181,0
192,168,219,107,1
116,4,43,86,0
192,168,41,61,1
177,137,1,59,0
172,22,131,129,1
91,15,200,183,0
192,168,44,182,1
125,7,73,126,0
192,168,191,24,1
219,233,114,77,0
10,48,163,144,1
230,14,247,105,0
172,26,106,102,1
120,118,0,247,0
192,168,162,57,1
41,249,232,243,0
172,29,135,199,1
74,226,206,3,0
192,168,112,223,1
85,253,144,37,0
192,168,181,192,1
204,123,201,81,0
192,168,181,109,1
103,182,239,174,0
10,147,104,111,1
138,194,95,23,0
192,168,253,39,1
9,46,53,149,0
172,21,77,76,1
72,11,223,12,0
192,168,228,36,1
225,78,179,246,0
10,251,9,148,1
198,189,106,156,0
10,248,127,177,1
106,216,255,97,0
172,21,13,77,1
153,71,254,14,0
172,31,162,151,1
33,132,130,229,0
192,168,58,206,1
237,58,35,95,0
192,168,53,29,1
13,46,41,243,0
192,168,146,220,1
209,160,110,70,0
172,27,232,137,1
44,40,195,194,0
10,78,154,205,1
114,165,53,53,0
10,63,81,90,1
206,110,62,108,0
172,30,168,175,1
44,86,205,172,0
192,168,130,78,1
50,109,255,137,0
10,209,132,97,1
241,4,105,191,0
192,168,254,129,1
191,243,51,99,0
172,29,121,40,1
126,142,148,65,0
10,58,18,39,1
234,69,156,23,0
192,168,253,147,1
141,185,176,37,0
172,18,171,214,1
138,88,23,245,0
192,168,200,232,1
184,243,229,51,0
192,168,132,34,1
44,191,249,142,0
192,168,245,56,1
60,131,48,66,0
192,168,179,151,1
87,193,65,27,0
192,168,63,50,1
213,198,217,29,0
10,222,243,255,1
228,194,190,51,0
172,21,53,9,1
63,31,167,185,0
10,95,214,13,1
209,185,250,68,0
172,16,135,108,1
6,47,239,114,0
192,168,33,245,1
208,4,236,251,0
10,14,200,44,1
125,197,219,35,0
10,177,89,17,1
177,0,28,101,0
192,168,78,215,1
40,16,143,109,0
192,168,37,153,1
151,115,252,85,0
192,168,151,118,1
234,125,79,7,0
192,168,233,46,1
146,206,242,252,0
10,3,154,173,1
48,39,82,207,0
172,31,85,205,1
144,223,14,249,0
10,22,14,108,1
127,127,101,92,0
192,168,92,45,1
145,162,230,114,0
10,69,79,215,1
122,3,232,212,0
172,28,231,141,1
177,237,42,84,0
192,168,33,133,1
20,54,218,253,0
192,168,14,7,1
111,121,191,227,0
172,31,135,21,1
58,247,50,25,0
10,99,216,35,1
4,233,51,236,0
172,18,212,220,1
100,32,11,92,0
192,168,113,158,1
89,152,133,129,0
10,5,107,12,1
122,85,47,14,0
10,28,121,86,1
130,39,183,175,0
10,191,51,116,1
156,152,53,73,0
192,168,223,167,1
151,228,253,207,0
192,168,107,147,1
25,207,37,50,0
192,168,4,132,1
48,142,177,124,0
10,248,4,10,1
171,40,21,172,0
172,18,216,94,1
183,56,17,32,0
192,168,105,80,1
105,140,246,103,0
172,23,5,96,1
137,97,46,234,0
172,27,77,225,1
113,8,117,58,0
172,21,123,224,1
184,21,51,121,0
10,33,198,57,1
106,175,191,80,0
172,26,121,186,1
185,20,32,176,0
172,20,231,202,1
17,219,92,104,0
172,19,36,207,1
87,113,110,98,0
192,168,181,135,1
150,80,146,146,0
192,168,41,150,1
85,58,36,137,0
10,126,75,124,1
147,166,212,137,0
192,168,209,205,1
63,247,139,42,0
172,16,176,142,1
202,159,142,246,0
172,27,183,74,1
246,194,164,249,0
192,168,59,50,1
32,141,45,229,0
192,168,87,254,1
84,201,159,167,0
172,29,112,10,1
206,5,108,8,0
192,168,89,75,1
2,77,139,193,0
10,157,13,100,1
159,4,38,1,0
172,28,123,127,1
133,78,205,242,0
192,168,16,180,1
63,5,95,121,0
192,168,247,231,1
65,165,248,242,0
172,19,14,28,1
151,214,119,26,0
172,21,53,131,1
64,106,87,165,0
192,168,245,170,1
189,101,161,34,0
172,21,169,186,1
29,3,206,54,0
192,168,2,10,1
132,248,16,118,0
172,26,171,29,1
22,23,75,55,0
10,180,218,30,1
178,180,10,173,0
10,240,45,75,1
44,196,15,234,0
172,19,104,116,1
101,88,91,193,0
192,168,248,31,1
76,99,150,153,0
172,24,99,159,1
95,113,162,206,0
172,29,71,31,1
161,171,208,238,0
192,168,20,2,1
8,177,22,23,0
192,168,157,64,1
236,34,123,122,0
172,22,51,16,1
125,225,74,19,0
192,168,30,176,1
111,238,31,96,0
192,168,157,59,1
225,59,16,118,0
172,30,145,245,1
238,228,42,106,0
172,24,119,106,1
181,138,65,220,0
192,168,13,247,1
141,135,56,126,0
192,168,239,100,1
44,156,29,78,0
10,125,30,64,1
113,240,137,151,0
192,168,108,198,1
86,245,167,143,0
10,250,245,222,1
159,131,31,18,0
172,18,117,237,1
209,83,13,190,0
172,29,17,239,1
233,15,162,17,0
192,168,141,48,1
210,78,242,185,0
10,204,148,8,1
202,226,247,60,0
10,190,226,23,1
146,43,126,114,0
172,29,191,48,1
71,80,77,239,0
10,168,244,107,1
0,188,181,98,0
10,5,192,50,1
167,246,201,24,0
10,76,106,234,1
111,223,31,141,0
10,66,31,88,1
108,100,87,245,0
172,27,136,92,1
5,47,94,104,0
172,17,146,0,1
149,10,219,112,0
10,44,98,86,1
14,152,86,194,0
172,17,12,57,1
168,211,160,18,0
10,55,23,184,1
68,76,248,242,0
172,22,146,84,1
75,224,4,13,0
10,105,188,10,1
169,186,114,136,0
172,17,181,80,1
106,67,143,69,0
172,26,49,9,1
228,252,167,16,0
192,168,38,59,1
78,21,8,154,0
192,168,18,229,1
37,226,199,251,0
10,3,159,90,1
128,35,157,43,0
192,168,23,98,1
44,110,119,110,0
172,23,91,235,1
207,94,41,76,0
10,77,157,195,1
150,70,40,191,0
192,168,96,118,1
194,14,42,170,0
192,168,204,0,1
76,40,127,242,0
10,155,242,76,1
120,178,14,121,0
192,168,93,194,1
249,159,124,76,0
192,168,151,39,1
32,50,248,206,0
172,27,65,213,1
206,34,85,49,0
192,168,221,222,1
114,21,177,63,0
10,249,32,156,1
140,158,134,230,0
10,0,132,21,1
87,168,216,127,0
172,30,189,106,1
154,251,58,227,0
10,144,162,170,1
195,138,123,245,0
172,22,128,161,1
35,213,124,127,0
10,71,137,63,1
14,8,9,55,0
192,168,247,247,1
42,150,169,78,0
10,224,111,172,1
143,208,187,204,0
172,18,11,242,1
159,11,118,109,0
172,19,58,67,1
154,250,127,77,0
10,86,129,235,1
78,4,24,28,0
192,168,235,58,1
114,120,1,12,0
10,154,99,80,1
232,48,106,229,0
172,28,78,166,1
225,67,7,249,0
10,52,9,33,1
52,176,2,119,0
10,57,221,151,1
222,238,106,13,0
192,168,50,126,1
180,197,208,105,0
172,18,27,179,1
193,54,188,40,0
192,168,184,207,1
205,131,70,169,0
172,17,190,156,1
118,141,162,170,0
172,24,133,251,1
237,237,156,162,0
10,152,116,188,1
204,217,11,51,0
10,81,47,97,1
75,88,218,224,0
192,168,59,62,1
201,121,193,250,0
192,168,74,141,1
7,187,87,66,0
192,168,109,215,1
88,43,149,111,0
192,168,193,206,1
245,21,7,95,0
10,144,183,19,1
200,210,132,38,0
172,29,93,37,1
115,70,193,112,0
172,17,64,236,1
7,197,214,228,0
10,183,43,56,1
87,195,127,209,0
172,27,118,86,1
251,68,29,205,0
10,244,169,52,1
160,128,138,129,0
10,27,201,0,1
231,29,90,38,0
172,26,63,37,1
126,246,137,169,0
10,139,73,148,1
217,113,3,18,0
10,156,203,169,1
145,161,152,245,0
10,119,216,93,1
13,106,47,78,0
10,66,107,81,1
107,0,221,239,0
192,168,184,129,1
125,192,212,170,0
192,168,199,96,1
202,143,138,250,0
192,168,76,192,1
146,192,210,2,0
172,25,223,253,1
55,208,63,181,0
192,168,128,50,1
29,102,4,225,0
192,168,247,19,1
221,136,154,149,0
10,48,32,180,1
6,227,254,16,0
10,54,176,216,1
241,98,8,240,0
192,168,154,236,1
229,14,249,247,0
10,183,143,94,1
38,71,196,73,0
192,168,93,115,1
243,162,101,146,0
172,23,212,25,1
67,47,60,131,0
192,168,30,80,1
27,201,114,90,0
172,31,37,183,1
69,224,86,243,0
10,39,145,72,1
163,173,253,33,0
192,168,13,83,1
120,168,169,143,0
172,20,199,49,1
108,206,207,135,0
192,168,119,28,1
5,122,17,238,0
172,24,15,101,1
85,5,146,221,0
10,136,130,0,1
81,246,15,82,0
192,168,224,190,1
174,147,166,118,0
10,29,6,142,1
113,135,86,86,0
172,23,81,43,1
75,206,54,126,0
192,168,153,213,1
68,237,158,180,0
172,24,206,159,1
203,239,233,16,0
192,168,101,38,1
94,153,38,48,0
10,167,96,246,1
140,36,208,119,0
192,168,130,199,1
207,181,245,99,0
172,29,121,241,1
246,5,158,196,0
10,183,118,250,1
102,12,56,114,0
192,168,147,91,1
224,248,83,199,0
192,168,24,223,1
154,14,236,201,0
10,31,177,158,1
17,33,239,169,0
10,212,93,197,1
195,255,229,102,0
10,223,73,148,1
49,246,75,133,0
172,23,190,173,1
13,22,211,10,0
10,254,131,88,1
87,249,176,128,0
192,168,187,55,1
78,180,120,34,0
192,168,244,43,1
229,211,54,229,0
192,168,50,181,1
69,217,241,86,0
10,121,61,7,1
11,93,239,245,0
10,32,8,16,1
47,6,86,150,0
192,168,143,104,1
161,153,65,148,0
10,125,92,191,1
170,211,135,70,0
172,20,190,218,1
251,12,160,32,0
172,20,20,159,1
45,138,11,35,0
10,252,76,113,1
162,238,210,165,0
192,168,93,223,1
123,17,16,10,0
192,168,53,50,1
235,5,237,62,0
172,26,148,10,1
